takeoff_name,telegram_group_name,telegram_group_link,site_guide,geometry
Sgurr Na Feartaig,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.246675, 57.467725)"
Sharpenhoe,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://dunstablehpc.com/site-guides/sharpenhoe-site-guide/,"c(-0.44589, 51.9582)"
Shining Tor,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,NA,"c(-2.01091, 53.258625)"
Skiddaw,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.13732, 54.63947)"
Skirrid,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-2.97482, 51.8549)"
Slaggyford,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.515355, 54.850975)"
Sma Glen,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.81529, 56.46551)"
Snowdon,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-4.071575, 53.074725)"
Sourton,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,https://sdhgpc.org.uk/sites/sourton,"c(-4.06627, 50.69002)"
South Cerney,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-1.92145, 51.68687)"
Southbourne,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-1.8166, 50.7215)"
Souther Fell,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=SRF,"c(-2.998565, 54.652675)"
Sow Of Athol,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.255375, 56.83914)"
Sron A Gharbh Choire Bhig,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-5.39589, 56.68805)"
St Bees,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=SBS,"c(-3.63922, 54.512705)"
St Cats,Isle of Wight,https://t.me/joinchat/tSmGEGKwsGpkMTg0,NA,"c(-1.30578, 50.5964)"
St. Aldhelms,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-2.05952, 50.59287)"
St. Bees,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.61055, 54.489875)"
Stags Fell,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/stags-fell,"c(-2.19745, 54.3266)"
Stanage,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,https://derbyshiresoaringclub.org.uk/site-guide/stanage,"c(-1.63178, 53.34632)"
Standon Hill,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-4.04571, 50.612875)"
Stoodley Pike,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.04317, 53.71378)"
Strath Rusdale,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.37814, 57.768515)"
Strathyre,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.29433, 56.3259)"
Stronend,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.20669, 56.07711)"
Struddick,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-4.40427, 50.366)"
Sugar Hill,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/sugar-hill,"c(-1.65892, 51.50662)"
Sugar Loaf,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.05893, 51.84308)"
Suidhe Fhearghas,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-5.19681, 55.660675)"
Swallowcliffe,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-2.03677, 51.03013)"
Swarth Fell,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.37548, 54.36477)"
Swindale,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.029695, 54.544775)"
Swinside,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=SWS,"c(-3.281725, 54.60806)"
Tailbridge,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/tailbridge,"c(-2.304225, 54.438585)"
Talybont,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.35693, 51.86419)"
Tarmachan,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.292435, 56.51268)"
Telegraph Hill,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-2.5102, 50.84407)"
Threlkeld Knotts,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.04247, 54.59718)"
Thundergay,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-5.3462, 55.65658)"
Thurnham,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://www.dfhgc.org/sites/thurnham,"c(0.588415, 51.29471)"
Tinto,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.701085, 55.59112)"
Tinto East,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.65757, 55.60432)"
Tops Of Fichell,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.01902, 56.79968)"
Treak Cliff,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,https://derbyshiresoaringclub.org.uk/site-guide/treak-cliff,"c(-1.79862, 53.34285)"
Builth Wells,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,http://www.malvern-hang.org.uk/index.php?option=com_content&view=article&id=97&catid=11&Itemid=105,"c(-3.340835, 52.163375)"
Trentishoe,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,https://ndhpc.co.uk/sites_guide/trentishoe,"c(-3.96708, 51.21494)"
Tresparret,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-4.65161, 50.71204)"
Triscombe,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-3.19767, 51.10595)"
Troutbeck,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=TBK,"c(-2.887085, 54.420885)"
Tudhope Hill,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.895935, 55.280345)"
Ubley,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.67549, 51.31175)"
Uffington,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/uffington-white-horse,"c(-1.567135, 51.57718)"
Ullock,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=ULP,"c(-3.17945, 54.66175)"
Unknown,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-2.99565, 51.80427)"
Walla,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=WAC,"c(-3.118915, 54.58312)"
Warren,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://www.dfhgc.org/sites/warren,"c(1.22615, 51.1016)"
Wasdale Screes,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.31664, 54.417075)"
West Lomand,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.30207, 56.24695)"
Westbury,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.14746, 51.2626)"
Westward Ho!,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,https://ndhpc.co.uk/sites_guide/cornborough,"c(-4.25735, 51.035975)"
Wether Fell,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/wether-fell,"c(-2.20558, 54.27013)"
Weybourne,East,https://t.me/joinchat/1oNELt0BqesxNjJk,NA,"c(1.14494, 52.948605)"
Whernside,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/whernside,"c(-2.41976, 54.207335)"
White Corries,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.84022, 56.62787)"
White Horse,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,http://www.wessexhgpg.org.uk/Sites/SiteGuide/WhiteHorse.pdf,"c(-2.40473, 50.6586)"
White Pike,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.090985, 54.47383)"
Whiteless Pike,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.27151, 54.55924)"
Whitesheet,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/SiteGuide/WhiteSheet.pdf,"c(-2.09212, 51.01293)"
Whiteside,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.28691, 54.5864)"
Whitestones,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=WHS,"c(-2.56474, 54.3809)"
Whitewool,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,http://skysurfingclub.co.uk/sites-guide/,"c(-1.075675, 50.97898)"
Widgery Cross,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-4.06855, 50.65193)"
Windbank,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.05327, 54.12924)"
Winter Hill,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.penninesoaringclub.org.uk/sites/winter-hill/,"c(-2.513545, 53.62974)"
Wolf Crags,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=WFC,"c(-2.986195, 54.5922)"
Woolacombe,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,https://ndhpc.co.uk/sites_guide/woolacombe_site_guide,"c(-4.20607, 51.15888)"
Worcester Beacon,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.joomla.malvern-hang.org.uk/index.php/beacon,"c(-2.3394, 52.10445)"
Wrekin,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,http://www.longmynd.org/?page_id=292,"c(-2.55195, 52.66943)"
Wrynose,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=WYP,"c(-3.1118, 54.41832)"
Yoke,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.86792, 54.450355)"
Gargunnock,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.08335, 56.11127)"
Pule,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.penninesoaringclub.org.uk/sites/pule-hill/,"c(-1.9534149, 53.5902168)"
Holme Moss,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-1.8554027, 53.5320572)"
Beddugre Hill,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,https://paraglidingwales.co.uk/general-information/beddugre-hill/,"c(-3.3395227, 52.3207433)"
Tremaen,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,https://paraglidingwales.co.uk/general-information/tremaen/,"c(-3.350386, 52.1550797)"
